Date,Address,City,State,FirstDraw,ThreeMin,FiveMin,Latitude,Longitude,Accuracy_S,Accuracy_T
8/16/2018,1600 N. Western Ave.,Chicago,Il,1,1,1,41.91047000000,-87.68722000000,1.00000000000,range_interpolation
9/22/2016,1600 N. Wolcott Ave.,Chicago,Il,1,1,1,41.91067300000,-87.67501700000,1.00000000000,range_interpolation
2/27/2019,1600 N Bosworth Ave,Chicago,Il,3,7,1,41.91081800000,-87.66668300000,0.80000000000,nearest_rooftop_match
2/13/2017,1600 N. Bell Ave.,Chicago,Il,2,3,1,41.91064700000,-87.68383200000,1.00000000000,rooftop
7/2/2018,1600 N. Claremont Ave.,Chicago,Il,4,3,2,41.91048700000,-87.68599700000,1.00000000000,range_interpolation
10/30/2016,1600 N. Talman Ave.,Chicago,Il,1,1,1,41.91040900000,-87.69332100000,1.00000000000,range_interpolation
1/18/2019,1600 N Melvina Ave,Chicago,Il,2,1,2,41.90934600000,-87.78010700000,1.00000000000,range_interpolation
8/6/2018,1600 W. Foster Ave.,Chicago,Il,2,2,2,41.97602100000,-87.66961300000,1.00000000000,range_interpolation
6/6/2016,1600 N. Wells St.,Chicago,Il,1,1,1,41.91158700000,-87.63527200000,1.00000000000,rooftop
6/22/2016,1600 S. Trumbull Ave.,Chicago,Il,2,2,1,41.85886000000,-87.71189900000,1.00000000000,rooftop
9/29/2018,1600 W. Gregory St.,Chicago,Il,3,5,5,41.98241200000,-87.66979000000,1.00000000000,range_interpolation
7/8/2018,1600 W. Julian St.,Chicago,Il,1,1,1,41.90820700000,-87.66762500000,1.00000000000,range_interpolation
2/7/2018,1600 W. Touhy Ave.,Chicago,Il,2,1,1,42.01256300000,-87.67019700000,1.00000000000,range_interpolation
1/20/2017,1600 N. Burling St.,Chicago,Il,1,2,2,41.91108600000,-87.64707500000,1.00000000000,range_interpolation
8/14/2018,1600 N. Winchester Ave.,Chicago,Il,1,1,1,41.91065500000,-87.67624400000,1.00000000000,range_interpolation
8/27/2017,1600 S. Prairie Ave.,Chicago,Il,1,1,1,41.85994100000,-87.62127300000,1.00000000000,rooftop
6/2/2016,1600 W. Summerdale Ave.,Chicago,Il,1,1,1,41.97876000000,-87.66969000000,1.00000000000,range_interpolation
4/2/2018,1600 W. 21st Pl. Apt,Chicago,Il,1,1,1,41.85315200000,-87.66603300000,1.00000000000,range_interpolation
10/29/2018,1600 W. Sunnyside Ave.,Chicago,Il,1,1,1,41.96326400000,-87.66930200000,1.00000000000,range_interpolation
6/16/2017,1600 N. Paulina St.,Chicago,Il,3,2,2,41.91074600000,-87.67013300000,1.00000000000,range_interpolation
9/24/2018,1600 W. North Ave.,Chicago,Il,1,1,1,41.91088300000,-87.66790400000,1.00000000000,rooftop
7/16/2018,1600 W. Wilson Ave.,Chicago,Il,1,1,1,41.96540000000,-87.66969100000,1.00000000000,rooftop
10/22/2016,1600 N. Natoma Ave.,Chicago,Il,2,3,2,41.88531000000,-87.62213000000,0.33000000000,place
6/24/2018,1600 N. Paulina St.,Chicago,Il,1,1,1,41.91074600000,-87.67013300000,1.00000000000,range_interpolation
2/18/2019,1600 W Summerdale Ave,Chicago,Il,2,2,1,41.97876000000,-87.66969000000,1.00000000000,range_interpolation
1/1/2019,1600 W. Julian St.,Chicago,Il,1,1,1,41.90820700000,-87.66762500000,1.00000000000,range_interpolation
2/2/2017,1600 W. Olive Ave.,Chicago,Il,1,1,1,41.98418000000,-87.66983900000,1.00000000000,range_interpolation
6/9/2016,1600 N. Mohawk St.,Chicago,Il,4,1,1,41.91126300000,-87.64248600000,1.00000000000,rooftop
11/7/2018,1600 N. St Louis Ave.,Chicago,Il,1,1,1,41.91018600000,-87.71330400000,1.00000000000,range_interpolation
7/7/2018,1600 W. Estes Ave.,Chicago,Il,1,1,1,42.01133900000,-87.67015800000,1.00000000000,range_interpolation
7/18/2018,1600 W. Olive Ave.,Chicago,Il,2,1,1,41.98418000000,-87.66983900000,1.00000000000,range_interpolation
8/8/2016,1600 W. Bryn Mawr Ave.,Chicago,Il,2,1,2,41.98332500000,-87.66981500000,1.00000000000,range_interpolation
7/24/2016,1600 W. Edgewater Ave.,Chicago,Il,3,2,4,41.98622400000,-87.67007000000,1.00000000000,rooftop
7/27/2016,1600 E. Hyde Park Blvd.,Chicago,Il,1,1,1,41.80264200000,-87.58644000000,1.00000000000,range_interpolation
3/7/2019,1600 N Mayfield Ave,Chicago,Il,3,3,1,41.90943900000,-87.77271600000,1.00000000000,range_interpolation
8/29/2018,1600 N. Larrabee St.,Chicago,Il,1,1,1,41.91132400000,-87.64398700000,1.00000000000,rooftop
9/19/2016,1600 W. Belmont Ave.,Chicago,Il,1,1,1,41.93954600000,-87.66866100000,1.00000000000,range_interpolation
2/15/2019,1600 N Austin Ave,Chicago,Il,1,1,2,41.90991000000,-87.77524600000,1.00000000000,range_interpolation
8/20/2018,1600 W Roscoe St.,Chicago,Il,1,1,1,41.94319200000,-87.66876200000,1.00000000000,range_interpolation
6/10/2018,1600 W. Beach Ave.,Chicago,Il,6,4,3,41.90745400000,-87.66760400000,1.00000000000,range_interpolation
6/2/2018,1600 N. Oak Park Ave.,Chicago,Il,2,5,1,41.85759700000,-87.79387000000,0.70000000000,rooftop
5/29/2018,1600 N. Whipple St.,Chicago,Il,1,1,1,41.91032600000,-87.70336800000,1.00000000000,range_interpolation
2/26/2019,1600 W 93rd Pl,Chicago,Il,5,8,3,41.72377800000,-87.66274100000,1.00000000000,range_interpolation
9/1/2018,1600 W. Carmen Ave.,Chicago,Il,8,6,4,41.97418900000,-87.66957600000,1.00000000000,range_interpolation
7/3/2018,1600 W. Estes Dr.,Chicago,Il,2,1,1,42.01133900000,-87.67015800000,1.00000000000,range_interpolation
7/13/2018,1600 W. Julian St.,Chicago,Il,1,1,1,41.90820700000,-87.66762500000,1.00000000000,range_interpolation
11/19/2018,1600 W. Wolfram St.,Chicago,Il,1,1,1,41.93315900000,-87.66843000000,1.00000000000,range_interpolation
10/29/2018,1600 N. Talman Ave.,Chicago,Il,1,2,2,41.91040900000,-87.69332100000,1.00000000000,range_interpolation
5/3/2016,1600 W. 18th Pl.,Chicago,Il,1,4,1,41.85673400000,-87.66612200000,1.00000000000,range_interpolation
10/4/2018,1600 W Nelson St.,Chicago,Il,1,1,1,41.93680700000,-87.66856300000,1.00000000000,range_interpolation
4/24/2018,1600 W. Huron St.,Chicago,Il,3,2,1,41.89410600000,-87.66723700000,1.00000000000,range_interpolation
11/5/2018,1600 W. 17th St.,Chicago,Il,1,1,1,41.85886100000,-87.66643200000,1.00000000000,rooftop
2/17/2016,1600 N. Cleveland Ave.,Chicago,Il,1,1,1,41.91122600000,-87.64101600000,1.00000000000,range_interpolation
8/19/2018,1600 N. Burling St.,Chicago,Il,6,3,2,41.91108600000,-87.64707500000,1.00000000000,range_interpolation
10/26/2018,1600 N. Burling St.,Chicago,Il,9,5,3,41.91108600000,-87.64707500000,1.00000000000,range_interpolation
11/13/2018,1600 W 71st St.,Chicago,Il,3,1,1,41.76475800000,-87.66379500000,1.00000000000,range_interpolation
8/7/2018,1600 W. Belmont Ave.,Chicago,Il,1,1,1,41.93954600000,-87.66866100000,1.00000000000,range_interpolation
11/12/2018,1600 W. Berwyn Ave.,Chicago,Il,1,1,1,41.97785000000,-87.66966300000,1.00000000000,range_interpolation
7/13/2018,1600 N. Humboldt Blvd.,Chicago,Il,1,3,3,41.91032600000,-87.70221600000,1.00000000000,range_interpolation
11/18/2018,1600 W. 99th St.,Chicago,Il,1,1,1,41.71380400000,-87.66332600000,1.00000000000,range_interpolation
4/16/2018,1600 W. Hollywood Ave.,Chicago,Il,3,1,1,41.98496600000,-87.66986000000,1.00000000000,range_interpolation
11/27/2016,1600 W. Pearson St.,Chicago,Il,1,1,1,41.89718400000,-87.66732700000,1.00000000000,range_interpolation
8/5/2018,1600 W. Winona St.,Chicago,Il,1,1,1,41.97509600000,-87.66959500000,1.00000000000,range_interpolation
12/6/2016,1600 E. 56th St.,Chicago,Il,1,1,1,41.79353300000,-87.58663700000,1.00000000000,range_interpolation
8/13/2018,1600 S. Allport St.,Chicago,Il,1,1,1,41.85962300000,-87.65805500000,1.00000000000,rooftop
2/13/2016,1600 W. Edgewater Ave.,Chicago,Il,3,2,2,41.98622400000,-87.67007000000,1.00000000000,rooftop
6/25/2018,1600 N. Larrabee St.,Chicago,Il,1,1,1,41.91132400000,-87.64398700000,1.00000000000,rooftop
11/8/2018,1600 N. Sawyer Ave.,Chicago,Il,1,1,1,41.91027500000,-87.70843900000,1.00000000000,range_interpolation
2/22/2019,1600 W 107th St,Chicago,Il,1,1,1,41.69924700000,-87.66216000000,1.00000000000,range_interpolation
8/21/2018,1600 W. Greanleaf Ave.,Chicago,Il,1,1,1,42.01061600000,-87.67067700000,1.00000000000,rooftop
6/25/2018,1600 W. Hollywood Ave.,Chicago,Il,7,16,8,41.98496600000,-87.66986000000,1.00000000000,range_interpolation
,1600 W. Hollywood Ave.,Chicago,Il,0,0,0,41.98496600000,-87.66986000000,1.00000000000,range_interpolation
12/5/2018,1600 W. School St.,Chicago,Il,1,1,1,41.94137200000,-87.66871100000,1.00000000000,range_interpolation
8/18/2018,1600 W. 102nd St.,Chicago,Il,6,13,9,41.70813000000,-87.66222100000,1.00000000000,range_interpolation
3/13/2017,1600 W. Pratt Blvd.,Chicago,Il,1,1,1,42.00565900000,-87.67018600000,1.00000000000,rooftop
9/26/2018,1600 N. Burling St.,Chicago,Il,3,9,8,41.91108600000,-87.64707500000,1.00000000000,range_interpolation
2/13/2019,1600 W 99th St,Chicago,Il,1,1,1,41.71380400000,-87.66332600000,1.00000000000,range_interpolation
9/12/2016,1600 W. Chase Ave.,Chicago,Il,1,1,1,42.01415700000,-87.67052400000,1.00000000000,rooftop
2/10/2017,1600 W. Julian St.,Chicago,Il,1,1,1,41.90820700000,-87.66762500000,1.00000000000,range_interpolation
11/26/2018,1600 W. Wrightwood Ave.,Chicago,Il,1,1,1,41.92862500000,-87.66827200000,1.00000000000,range_interpolation
7/11/2016,1600 W. 100th Pl.,Chicago,Il,1,1,1,41.71110300000,-87.66253100000,1.00000000000,range_interpolation
3/7/2017,1600 W. Surf St.,Chicago,Il,1,1,1,41.93423400000,-87.67089600000,1.00000000000,range_interpolation
8/4/2018,1600 E. 50th St.,Chicago,Il,1,1,1,41.80450200000,-87.58648100000,1.00000000000,range_interpolation
11/23/2018,1600 N. Newcastle Ave.,Chicago,Il,7,13,2,41.97861100000,-87.79736200000,0.60000000000,street_center
9/13/2016,1600 W. 104th St.,Chicago,Il,6,6,6,41.70519600000,-87.66204200000,1.00000000000,range_interpolation
8/4/2018,1600 W. Sherwin Ave.,Chicago,Il,1,1,1,42.01524400000,-87.67053100000,1.00000000000,rooftop
10/4/2016,1600 W. Wrightwood Ave.,Chicago,Il,1,1,1,41.92862500000,-87.66827200000,1.00000000000,range_interpolation
2/1/2017,100 N. Canal St.,Chicago,Il,1,1,1,41.88419900000,-87.64024200000,1.00000000000,rooftop
4/30/2018,1600 N. Claremont Ave.,Chicago,Il,2,1,1,41.91048700000,-87.68599700000,1.00000000000,range_interpolation
7/30/2018,1600 W Hollywood Ave,Chicago,Il,1,1,1,41.98496600000,-87.66986000000,1.00000000000,range_interpolation
7/23/2016,1600 W. Jarvis Ave.,Chicago,Il,2,8,6,42.01629200000,-87.67059700000,1.00000000000,rooftop
12/11/2018,1600 W. 105th St.,Chicago,Il,3,9,2,41.70282400000,-87.66190100000,1.00000000000,range_interpolation
4/28/2017,1600 S. Miller St.,Chicago,Il,1,1,1,41.85967800000,-87.65224200000,1.00000000000,range_interpolation
8/16/2018,1600 W. Edgewater Ave.,Chicago,Il,1,1,1,41.98622400000,-87.67007000000,1.00000000000,rooftop
7/22/2016,1600 N Cleveland Ave,Chicago,Il,10,4,29,41.91122600000,-87.64101600000,1.00000000000,range_interpolation
10/13/2016,1600 N Cleveland Ave,Chicago,Il,0,0,0,41.91122600000,-87.64101600000,1.00000000000,range_interpolation
6/12/2018,1600 W. 104th St.,Chicago,Il,2,6,3,41.70519600000,-87.66204200000,1.00000000000,range_interpolation
8/10/2018,1600 N. Vine St.,Chicago,Il,1,2,1,41.91127500000,-87.64467500000,1.00000000000,rooftop
1/6/2019,1600 W. Blackhawk St.,Chicago,Il,1,1,1,41.90685700000,-87.66758900000,1.00000000000,range_interpolation
8/28/2017,1600 W. Erie St.,Chicago,Il,1,1,1,41.89319300000,-87.66721100000,1.00000000000,range_interpolation
6/28/2017,1600 N. Milwaukee Ave.,Chicago,Il,1,1,1,41.91061300000,-87.67746500000,1.00000000000,range_interpolation
11/11/2018,1600 N. Mohawk St.,Chicago,Il,2,4,4,41.91126300000,-87.64248600000,1.00000000000,rooftop
8/9/2016,1600 W. 100th Pl.,Chicago,Il,15,6,6,41.71110300000,-87.66253100000,1.00000000000,range_interpolation
1/11/2017,1600 W. 100th Pl.,Chicago,Il,0,0,0,41.71110300000,-87.66253100000,1.00000000000,range_interpolation
9/1/2016,1600 W. Bryn Mawr Ave.,Chicago,Il,3,2,1,41.98332500000,-87.66981500000,1.00000000000,range_interpolation
7/9/2018,1600 W. Farwell Ave.,Chicago,Il,1,1,1,42.00680800000,-87.67028300000,1.00000000000,rooftop
6/27/2018,1600 W. Farwell Ave,Chicago,Il,1,1,1,42.00680800000,-87.67028300000,1.00000000000,rooftop
11/17/2018,1600 W. Wrightwood Ave.,Chicago,Il,1,1,1,41.92862500000,-87.66827200000,1.00000000000,range_interpolation
10/1/2017,1600 N. La Salle Dr.,Chicago,Il,1,1,1,41.91226200000,-87.63397300000,1.00000000000,rooftop
8/13/2018,1600 W. 106th St.,Chicago,Il,8,10,6,41.70100700000,-87.66182700000,1.00000000000,range_interpolation
2/18/2019,1600 W Olive Ave,Chicago,Il,1,1,1,41.98418000000,-87.66983900000,1.00000000000,range_interpolation
12/29/2018,1600 W. Division St.,Chicago,Il,1,1,1,41.90359900000,-87.66768000000,1.00000000000,rooftop
8/14/2018,1600 N. Vine St.,Chicago,Il,1,1,1,41.91127500000,-87.64467500000,1.00000000000,rooftop
8/20/2018,1600 N. Claremont Ave.,Chicago,Il,1,1,1,41.91048700000,-87.68599700000,1.00000000000,range_interpolation
11/11/2018,1600 N. Claremont Ave.,Chicago,Il,1,1,1,41.91048700000,-87.68599700000,1.00000000000,range_interpolation
7/24/2016,1600 W. Bryn Mawr Ave.,Chicago,Il,1,1,1,41.98332500000,-87.66981500000,1.00000000000,range_interpolation
8/28/2016,00 E. Division St.,Chicago,Il,2,2,1,41.90278000000,-87.69587900000,0.40000000000,street_center
5/23/2016,100 W. Oak St.,Chicago,Il,2,1,1,41.90040200000,-87.63134900000,1.00000000000,range_interpolation
8/8/2018,1700 N. North Park Ave.,Chicago,Il,1,1,1,41.91312400000,-87.63703200000,1.00000000000,rooftop
6/28/2018,1700 N. Richmond St.,Chicago,Il,1,1,1,41.91244700000,-87.70049600000,1.00000000000,rooftop
10/14/2016,1700 W. School St.,Chicago,Il,1,1,1,41.94175100000,-87.67132000000,1.00000000000,rooftop
8/2/2016,1001 N. Oak Park Ave.,Chicago,Il,3,2,2,41.90368500000,-87.79528600000,0.90000000000,rooftop
3/15/2016,1700 N. Sayre Ave.,Chicago,Il,3,4,1,41.91091700000,-87.80086500000,0.90000000000,rooftop
6/3/2018,1700 N. Damen Ave.,Chicago,Il,1,1,1,41.91243400000,-87.67782200000,1.00000000000,rooftop
11/1/2018,1700 S. Racine Ave.,Chicago,Il,1,1,1,41.85887400000,-87.65660300000,1.00000000000,range_interpolation
4/28/2016,1700 W. 100th Pl.,Chicago,Il,3,2,1,41.71132900000,-87.66453600000,1.00000000000,range_interpolation
9/22/2016,1700 W. Superior St.,Chicago,Il,1,1,1,41.89537500000,-87.66986800000,1.00000000000,rooftop
4/18/2017,1700 W. Wallen Ave.,Chicago,Il,2,1,1,42.00282100000,-87.67290800000,1.00000000000,rooftop
11/2/2016,1700 N. Dayton St.,Chicago,Il,1,1,1,41.91283300000,-87.64989000000,1.00000000000,rooftop
6/6/2018,1700 N. Orchard St.,Chicago,Il,1,3,4,41.91289400000,-87.64626200000,1.00000000000,rooftop
6/6/2016,1700 W. Erie St.,Chicago,Il,1,1,1,41.89356600000,-87.66981500000,1.00000000000,rooftop
11/6/2018,1700 W. Catalpa Ave.,Chicago,Il,1,1,1,41.98174900000,-87.67256700000,1.00000000000,rooftop
6/18/2018,1700 N. Rockwell St.,Chicago,Il,1,1,1,41.91221700000,-87.69251200000,1.00000000000,rooftop
10/3/2016,1700 W. Thome Ave.,Chicago,Il,1,1,1,41.99578600000,-87.67215600000,1.00000000000,rooftop
9/3/2018,1700 N Vine St.,Chicago,Il,1,1,1,41.91244500000,-87.64455100000,1.00000000000,range_interpolation
5/24/2018,1700 N. Nagle Ave.,Chicago,Il,4,6,4,41.91106200000,-87.78708200000,0.90000000000,rooftop
9/30/2018,1700 N. North Park Ave.,Chicago,Il,1,1,1,41.91312400000,-87.63703200000,1.00000000000,rooftop
7/10/2018,1700 N Richmond St,Chicago,Il,1,1,1,41.91244700000,-87.70049600000,1.00000000000,rooftop
11/26/2017,1700 W. Huron St.,Chicago,Il,3,2,1,41.89441700000,-87.66983100000,1.00000000000,rooftop
7/8/2018,1700 N. Larrabee St.,Chicago,Il,1,1,1,41.91332100000,-87.64398500000,1.00000000000,rooftop
11/4/2018,1700 W. Byron St.,Chicago,Il,1,1,1,41.95228300000,-87.67143500000,1.00000000000,range_interpolation
11/5/2018,1700 W. Surf St.,Chicago,Il,1,1,1,41.93402700000,-87.67244600000,1.00000000000,range_interpolation
6/19/2018,1700 W. Wabansia Ave.,Chicago,Il,1,1,1,41.91262900000,-87.67035900000,1.00000000000,rooftop
6/3/2016,1700 W. 104th St.,Chicago,Il,6,10,8,41.70557300000,-87.66486700000,1.00000000000,rooftop
8/11/2018,1700 N. Whipple St.,Chicago,Il,1,1,1,41.91213300000,-87.70377100000,1.00000000000,rooftop
10/22/2016,1700 N. Maplewood Ave.,Chicago,Il,1,1,1,41.91225200000,-87.69093000000,1.00000000000,range_interpolation
11/13/2018,1700 W Albion Ave.,Chicago,Il,4,4,3,42.00195000000,-87.67280800000,1.00000000000,rooftop
10/15/2016,1700 W. Fletcher St.,Chicago,Il,1,1,1,41.93860200000,-87.67106700000,1.00000000000,range_interpolation
10/6/2016,1700 W. Nelson St.,Chicago,Il,4,6,4,41.93719800000,-87.67117600000,1.00000000000,rooftop
9/1/2016,1700 N. Wells St,Chicago,Il,1,1,1,41.91326000000,-87.63507900000,1.00000000000,rooftop
1/3/2017,1700 S. Morgan St.,Chicago,Il,1,1,1,41.85895300000,-87.65131300000,1.00000000000,rooftop
2/10/2019,1700 W 105th Pl,Chicago,Il,6,6,2,41.70186000000,-87.66460000000,1.00000000000,range_interpolation
8/1/2016,1700 W. 106th Pl.,Chicago,Il,2,14,2,41.70012900000,-87.66454900000,1.00000000000,range_interpolation
4/15/2017,1700 W. 18th Pl.,Chicago,Il,190,2,1,41.85669300000,-87.66862800000,1.00000000000,range_interpolation
4/5/2018,1700 W. 18th Pl.,Chicago,Il,0,0,0,41.85669300000,-87.66862800000,1.00000000000,range_interpolation
6/28/2016,1700 N. Mcvicker Ave.,Chicago,Il,12,2,1,41.91121600000,-87.77649600000,1.00000000000,range_interpolation
8/22/2018,1700 W. Catalpa Ave.,Chicago,Il,1,1,1,41.98174900000,-87.67256700000,1.00000000000,rooftop
2/16/2019,1700 W. Gregory St.,Chicago,Il,1,3,1,41.98237300000,-87.67224200000,1.00000000000,range_interpolation
7/15/2018,1700 W. Warren Blvd.,Chicago,Il,1,1,1,41.88219500000,-87.66933000000,1.00000000000,range_interpolation
9/26/2018,1700 N. North Park Ave.,Chicago,Il,1,1,1,41.91312400000,-87.63703200000,1.00000000000,rooftop
2/16/2016,1700 W. Granville Ave.,Chicago,Il,7,2,3,41.99459000000,-87.67209600000,1.00000000000,rooftop
9/3/2018,1700 W. Leland Ave.,Chicago,Il,1,1,1,41.96688400000,-87.67097100000,1.00000000000,range_interpolation
7/17/2018,1700 W. Surf St.,Chicago,Il,1,1,1,41.93402700000,-87.67244600000,1.00000000000,range_interpolation
6/29/2018,1700 N. Larrabee St.,Chicago,Il,1,1,1,41.91332100000,-87.64398500000,1.00000000000,rooftop
6/4/2018,1700 N. Winchester Ave.,Chicago,Il,2,2,2,41.91247600000,-87.67628800000,1.00000000000,range_interpolation
11/27/2018,1700 S. Prairie Ave.,Chicago,Il,1,1,1,41.85908500000,-87.62094500000,1.00000000000,range_interpolation
6/18/2018,1700 S. Prairie Ave.,Chicago,Il,1,1,1,41.85908500000,-87.62094500000,1.00000000000,range_interpolation
12/3/2018,1700 E. 86th St.,Chicago,Il,9,3,2,41.73892300000,-87.58278800000,1.00000000000,range_interpolation
11/18/2016,1700 W. Rosehill Dr.,Chicago,Il,3,3,2,41.98657200000,-87.67152300000,1.00000000000,range_interpolation
7/31/2018,1700 N. Hudson Ave.,Chicago,Il,6,3,3,41.91306800000,-87.64005900000,1.00000000000,rooftop
1/17/2017,1700 N. Kimball Ave.,Chicago,Il,1,2,1,41.91201000000,-87.71219700000,1.00000000000,rooftop
11/2/2018,1700 N. Marshfield Ave.,Chicago,Il,1,1,1,41.91258600000,-87.66896400000,1.00000000000,range_interpolation
11/17/2018,1700 N. Orchard St.,Chicago,Il,1,1,1,41.91289400000,-87.64626200000,1.00000000000,rooftop
7/30/2018,1700 W. Nelson St.,Chicago,Il,3,2,2,41.93719800000,-87.67117600000,1.00000000000,rooftop
10/30/2016,1700 W. Wallen Ave.,Chicago,Il,2,2,1,42.00282100000,-87.67290800000,1.00000000000,rooftop
10/14/2016,1700 E. 86th St.,Chicago,Il,3,2,1,41.73892300000,-87.58278800000,1.00000000000,range_interpolation
11/5/2018,1700 N Honore St.,Chicago,Il,1,1,1,41.91251300000,-87.67384600000,1.00000000000,range_interpolation
10/19/2018,1700 N. Fremont St.,Chicago,Il,3,5,9,41.91302000000,-87.65076800000,1.00000000000,range_interpolation
6/13/2016,1700 W. Winona St.,Chicago,Il,1,1,1,41.97506400000,-87.67204300000,1.00000000000,range_interpolation
12/18/2018,1700 W. 99th St.,Chicago,Il,7,6,2,41.71426400000,-87.66559100000,1.00000000000,rooftop
2/27/2019,1700 N New England Ave,Chicago,Il,2,2,2,41.91094200000,-87.79762400000,0.90000000000,rooftop
12/3/2016,1700 W. 33rd St.,Chicago,Il,1,1,1,41.83399000000,-87.66804100000,1.00000000000,range_interpolation
3/9/2017,1700 W. Belmont Ave.,Chicago,Il,1,1,1,41.93987300000,-87.67129400000,1.00000000000,rooftop
12/2/2018,1700 W. Chase Ave.,Chicago,Il,3,3,2,42.01364900000,-87.67240500000,1.00000000000,range_interpolation
9/26/2018,1700 W. Melrose St.,Chicago,Il,1,1,1,41.94084200000,-87.67129800000,1.00000000000,rooftop
8/29/2018,1700 N Kedzie Ave.,Chicago,Il,3,1,1,41.91221200000,-87.70716400000,0.80000000000,nearest_rooftop_match
11/4/2018,1700 N. Fremont St.,Chicago,Il,3,2,2,41.91302000000,-87.65076800000,1.00000000000,range_interpolation
6/14/2018,1700 N. Sheffield Ave.,Chicago,Il,1,1,1,41.91206300000,-87.65314600000,1.00000000000,range_interpolation
4/24/2018,1700 W. Erie St.,Chicago,Il,1,1,1,41.89356600000,-87.66981500000,1.00000000000,rooftop
2/15/2019,1700 N Major Ave,Chicago,Il,2,4,1,41.91130600000,-87.76833800000,1.00000000000,rooftop
12/7/2018,1700 N. Rutherford Ave.,Chicago,Il,6,4,1,41.91099800000,-87.79397800000,0.90000000000,rooftop
3/28/2017,1700 N. Sawyer Ave.,Chicago,Il,1,1,1,41.91206800000,-87.70849400000,1.00000000000,range_interpolation
2/14/2017,1700 W. 19th St.,Chicago,Il,1,1,1,41.85619800000,-87.66877700000,1.00000000000,rooftop
5/15/2018,1700 W. Ainslie St.,Chicago,Il,1,1,1,41.97168100000,-87.67110000000,1.00000000000,range_interpolation
11/11/2018,1700 W. Farragut Ave.,Chicago,Il,1,1,1,41.97731400000,-87.67235700000,1.00000000000,rooftop
3/11/2019,1700 N Nordica Ave,Chicago,Il,4,1,1,41.91089400000,-87.80274400000,0.90000000000,rooftop
11/14/2018,1700 N. Campbell Ave.,Chicago,Il,1,1,1,41.91224000000,-87.69007100000,1.00000000000,rooftop
9/24/2018,1700 N. Western Ave.,Chicago,Il,1,1,1,41.91225500000,-87.68765800000,1.00000000000,rooftop
12/9/2018,1700 W Farragut Ave.,Chicago,Il,7,13,3,41.97731400000,-87.67235700000,1.00000000000,rooftop
6/8/2016,1700 W. Granville Ave.,Chicago,Il,4,11,3,41.99459000000,-87.67209600000,1.00000000000,rooftop
8/21/2018,1700 W Le Moyne St.,Chicago,Il,1,1,1,41.90893100000,-87.67008800000,1.00000000000,range_interpolation
8/2/2018,1700 W. George St.,Chicago,Il,1,1,1,41.93459300000,-87.67090900000,1.00000000000,range_interpolation
6/15/2018,1700 W. Rascher Ave.,Chicago,Il,2,1,1,41.98054700000,-87.67219000000,1.00000000000,range_interpolation
10/2/2018,1700 S. Indiana Ave.,Chicago,Il,1,1,1,41.85871600000,-87.62309000000,1.00000000000,rooftop
10/2/2018,1700 W. Fletcher St.,Chicago,Il,4,3,3,41.93860200000,-87.67106700000,1.00000000000,range_interpolation
8/19/2018,1700 E. 70th St.,Chicago,Il,1,1,1,41.76806000000,-87.58282800000,1.00000000000,range_interpolation
6/21/2018,1700 N Damen Ave,Chicago,Il,1,1,1,41.91243400000,-87.67782200000,1.00000000000,rooftop
2/20/2018,1700 N. Dayton St.,Chicago,Il,12,11,13,41.91283300000,-87.64989000000,1.00000000000,rooftop
8/2/2018,1700 N. Dayton St.,Chicago,Il,0,0,0,41.91283300000,-87.64989000000,1.00000000000,rooftop
2/17/2019,1700 W 107th St,Chicago,Il,3,6,1,41.69963800000,-87.66472500000,1.00000000000,rooftop
8/28/2018,1700 W. Terra Cotta Pl.,Chicago,Il,1,1,1,41.92761200000,-87.67196400000,1.00000000000,range_interpolation
7/26/2018,1700 N. Bissell St.,Chicago,Il,1,1,1,41.91269600000,-87.65081000000,1.00000000000,rooftop
4/14/2017,1700 N. Melvina Ave.,Chicago,Il,16,14,5,41.91120100000,-87.78060100000,1.00000000000,rooftop
6/7/2017,1700 N. Melvina Ave.,Chicago,Il,0,0,0,41.91120100000,-87.78060100000,1.00000000000,rooftop
7/26/2018,1700 W. 17th St.,Chicago,Il,2,2,1,41.85893500000,-87.66885400000,1.00000000000,rooftop
7/2/2018,1700 W. Peterson Ave.,Chicago,Il,1,1,1,41.99061400000,-87.67177500000,1.00000000000,range_interpolation
6/27/2016,1700 N. Nordica Ave.,Chicago,Il,7,11,2,41.91089400000,-87.80274400000,0.90000000000,rooftop
2/19/2019,1700 N Oak Park Ave,Chicago,Il,4,2,1,41.88531000000,-87.62213000000,0.33000000000,place
4/16/2018,1700 N. Clark St.,Chicago,Il,1,1,1,41.91332300000,-87.63285400000,1.00000000000,range_interpolation
12/3/2018,1700 N. Clark St.,Chicago,Il,1,1,1,41.91332300000,-87.63285400000,1.00000000000,range_interpolation
5/14/2018,1700 N. Nashville Ave.,Chicago,Il,2,10,2,41.91103100000,-87.79033400000,0.90000000000,rooftop
12/12/2018,1700 W. 102nd St.,Chicago,Il,5,6,3,41.70861000000,-87.66479300000,1.00000000000,rooftop
6/6/2016,1700 N Rutherford Ave,Chicago,Il,10,41,28,41.91099800000,-87.79397800000,0.90000000000,rooftop
2/2/2018,1700 N Rutherford Ave,Chicago,Il,0,0,0,41.91099800000,-87.79397800000,0.90000000000,rooftop
12/10/2018,1700 N. Melvina Ave.,Chicago,Il,2,1,2,41.91120100000,-87.78060100000,1.00000000000,rooftop
